ID,Name,Age,Dob,Height,Weight,Nationality,Club,Overall,Potential,Value,Wage,Player Positions,Preferred Foot,Skill Moves,Release Clause,Jersey Number,Joined,Contract Valid Until
212404,F. Bernardeschi,25,16/02/1994,185,77,Italy,Juventus,83,85,31500000,130000,"RM, CAM",Left,5,54300000,33,24/07/2017,2022
217940,D. Djené,27,31/12/1991,178,72,Togo,Getafe CF,83,85,27000000,35000,CB,Right,2,58700000,2,24/07/2017,2021
188152,Oscar,27,09/09/1991,181,71,Brazil,Shanghai SIPG FC,83,84,29500000,29000,"CAM, CM",Right,4,49400000,8,01/01/2017,2020
188943,K. Trapp,28,08/07/1990,189,86,Germany,Eintracht Frankfurt,83,84,21500000,42000,GK,Right,1,38200000,1,07/08/2019,2024
198141,Bartra,28,15/01/1991,184,73,Spain,Real Betis,83,84,25500000,36000,CB,Right,3,55500000,5,30/01/2018,2023
198950,Pablo Sarabia,27,11/05/1992,174,70,Spain,Paris Saint-Germain,83,84,29500000,105000,"CAM, CM, RM",Left,4,56800000,19,02/07/2019,2024
199987,J. Cillessen,30,22/04/1989,185,83,Netherlands,Valencia CF,83,84,20000000,39000,GK,Right,1,43500000,13,01/07/2019,2023
200949,Lucas Moura,26,13/08/1992,174,70,Brazil,Tottenham Hotspur,83,84,31000000,130000,"CF, RM, LM",Right,4,59700000,27,31/01/2018,2024
204970,F. Thauvin,26,26/01/1993,179,70,France,Olympique de Marseille,83,84,30500000,60000,"RW, RM",Left,4,60200000,26,01/07/2017,2021
205498,Jorginho,27,20/12/1991,180,67,Italy,Chelsea,83,84,29000000,140000,"CM, CDM",Right,3,57300000,5,16/07/2018,2023
1179,G. Buffon,41,28/01/1978,192,92,Italy,Juventus,83,83,2600000,58000,GK,Right,1,4300000,77,04/07/2019,2024
5479,Casillas,38,20/05/1981,185,84,Spain,FC Porto,83,83,2600000,11000,GK,Left,1,5200000,1,12/07/2015,2020
104389,R. Jarstein,34,29/09/1984,190,86,Norway,Hertha BSC,83,83,11500000,33000,GK,Right,1,19600000,22,01/01/2014,2021
139720,V. Kompany,33,10/04/1986,190,85,Belgium,RSC Anderlecht,83,83,12000000,31000,CB,Right,2,18000000,4,01/07/2019,2022
157481,Raúl Albiol,33,04/09/1985,190,82,Spain,Villarreal CF,83,83,12000000,45000,CB,Right,2,25200000,3,04/07/2019,2022
159261,F. Quagliarella,36,31/01/1983,180,79,Italy,Sampdoria,83,83,9500000,46000,ST,Right,4,16200000,27,01/07/2016,2020
163587,K. Schmeichel,32,05/11/1986,189,89,Denmark,Leicester City,83,83,15500000,82000,GK,Right,1,29500000,1,01/06/2011,2023
167397,Falcao,33,10/02/1986,177,72,Colombia,AS Monaco,83,83,16500000,64000,ST,Right,3,31400000,9,01/07/2013,2020
168609,Miranda,34,07/09/1984,186,78,Brazil,Jiangsu Suning FC,83,83,9500000,32000,CB,Right,2,14700000,13,26/07/2019,2024
169416,C. Vela,30,01/03/1989,177,77,Mexico,Los Angeles FC,83,83,24500000,17000,"RW, LW, CAM",Left,4,36800000,10,01/01/2018,2022
170481,E. Garay,32,10/10/1986,189,90,Argentina,Valencia CF,83,83,16500000,48000,CB,Right,2,34700000,24,31/08/2016,2020
178005,Rui Patrício,31,15/02/1988,190,84,Portugal,Wolverhampton Wanderers,83,83,16500000,82000,GK,Left,1,31400000,11,18/06/2018,2022
178518,R. Nainggolan,31,04/05/1988,176,77,Belgium,Cagliari,83,83,22500000,51000,"CAM, CM",Right,3,,4,02/02/2015,2020
178562,E. Banega,31,29/06/1988,174,71,Argentina,Sevilla FC,83,83,19500000,26000,"CDM, CM, CAM",Right,4,41000000,10,03/07/2017,2020
179844,Diego Costa,30,07/10/1988,188,86,Spain,Atlético Madrid,83,83,25000000,80000,ST,Right,2,51300000,19,01/01/2018,2021
179846,S. Khedira,32,04/04/1987,189,90,Germany,Juventus,83,83,19500000,135000,"CM, CDM",Right,2,32200000,6,01/07/2015,2021
179944,David Luiz,32,22/04/1987,189,86,Brazil,Arsenal,83,83,16500000,105000,CB,Right,3,31400000,23,08/08/2019,2021
183574,M. Kruse,31,19/03/1988,180,76,Germany,Fenerbahçe SK,83,83,23500000,105000,"CF, ST, CAM",Left,4,44700000,10,04/07/2019,2022
183711,J. Henderson,29,17/06/1990,182,80,England,Liverpool,83,83,22000000,115000,"CDM, CM",Right,3,40700000,14,09/06/2011,2020
184484,G. Sigurðsson,29,08/09/1989,186,77,Iceland,Everton,83,83,25500000,120000,CAM,Right,3,48500000,10,16/08/2017,2022
186561,A. Ramsey,28,26/12/1990,183,76,Wales,Juventus,83,83,25500000,140000,"CM, CAM",Right,3,42100000,8,01/07/2019,2023
190584,Illarramendi,29,08/03/1990,179,75,Spain,Real Sociedad,83,83,22000000,42000,"CDM, CM",Right,3,46200000,4,26/08/2015,2023
190815,D. Blind,29,09/03/1990,180,72,Netherlands,Ajax,83,83,22000000,31000,"CDM, CB, LB",Left,3,30800000,17,17/07/2018,2022
190941,L. Hrádecký,29,24/11/1989,192,85,Finland,Bayer 04 Leverkusen,83,83,18500000,67000,GK,Right,1,31500000,1,01/07/2018,2023
192366,N. Otamendi,31,12/02/1988,183,81,Argentina,Manchester City,83,83,19000000,145000,CB,Right,2,35200000,30,20/08/2015,2022
193082,J. Cuadrado,31,26/05/1988,179,72,Colombia,Juventus,83,83,22500000,135000,"RM, RW",Right,5,37100000,16,02/02/2015,2020
193474,I. Gueye,29,26/09/1989,174,66,Senegal,Paris Saint-Germain,83,83,22000000,100000,CDM,Right,3,40700000,27,30/07/2019,2023
195365,K. Kampl,28,09/10/1990,178,67,Slovenia,RB Leipzig,83,83,25500000,77000,"CM, CAM, CDM",Right,3,43400000,44,31/08/2017,2021
198329,Rodrigo,28,06/03/1991,182,77,Spain,Valencia CF,83,83,27000000,60000,ST,Left,4,56700000,19,03/12/2014,2022
199042,C. Aránguiz,30,17/04/1989,171,70,Chile,Bayer 04 Leverkusen,83,83,24000000,86000,"CM, CDM",Right,3,40800000,20,13/08/2015,2020
199451,W. Ben Yedder,28,12/08/1990,170,68,France,AS Monaco,83,83,27000000,67000,ST,Right,4,51300000,22,14/08/2019,2024
199845,F. Acerbi,31,10/02/1988,192,88,Italy,Lazio,83,83,19000000,64000,CB,Left,3,32300000,33,11/07/2018,2023
200888,Danilo Pereira,27,09/09/1991,188,83,Portugal,FC Porto,83,83,24000000,21000,"CDM, CM",Right,3,48000000,22,02/07/2015,2022
216354,A. Kramarić,28,19/06/1991,177,73,Croatia,TSG 1899 Hoffenheim,83,83,27000000,61000,"ST, CAM, LW",Right,4,45900000,27,16/01/2015,2022
230294,Louri Beretta,27,29/02/1992,188,83,Brazil,Atlético Mineiro,83,83,27500000,60000,"ST, CF",Right,4,52300000,9,01/01/2018,2022
230375,Josué Chiamulera,27,29/02/1992,185,80,Brazil,Grêmio,83,83,23500000,43000,CB,Right,2,42300000,3,01/01/2018,2022
230481,Ronaldo Cabrais,27,29/02/1992,177,75,Brazil,Grêmio,83,83,27000000,51000,"RW, CAM",Right,4,48600000,10,01/01/2018,2022
230142,Oyarzabal,22,21/04/1997,181,78,Spain,Real Sociedad,82,89,31000000,39000,"LW, LM, RW",Left,3,71300000,10,01/07/2014,2024
229906,L. Bailey,21,09/08/1997,178,79,Jamaica,Bayer 04 Leverkusen,82,88,30500000,65000,"LW, RW",Left,4,58000000,9,31/01/2017,2023
230666,Gabriel Jesus,22,03/04/1997,175,73,Brazil,Manchester City,82,88,31000000,140000,ST,Right,4,63600000,9,03/08/2016,2023
207410,M. Kovačić,25,06/05/1994,176,78,Croatia,Chelsea,82,87,29000000,125000,CM,Right,4,57300000,17,01/07/2019,2024
208596,A. Belotti,25,20/12/1993,181,72,Italy,Torino,82,87,30000000,63000,ST,Right,3,53300000,9,18/08/2015,2021
212151,T. Strakosha,24,19/03/1995,193,78,Albania,Lazio,82,87,22000000,39000,GK,Right,1,39100000,1,09/08/2012,2023
220971,N. Keïta,24,10/02/1995,172,64,Guinea,Liverpool,82,87,29000000,95000,"CM, CDM",Right,4,55800000,8,01/07/2018,2023
223959,L. Torreira,23,11/02/1996,168,64,Uruguay,Arsenal,82,87,27000000,80000,"CDM, CM",Right,3,53300000,11,12/07/2018,2023
224293,Rúben Neves,22,13/03/1997,180,80,Portugal,Wolverhampton Wanderers,82,87,29000000,89000,CM,Right,3,57300000,8,08/07/2017,2023
225850,P. Kimpembe,23,13/08/1995,189,80,France,Paris Saint-Germain,82,87,26500000,75000,CB,Left,2,51000000,3,01/07/2015,2023
225953,S. Bergwijn,21,08/10/1997,178,78,Netherlands,PSV,82,87,30000000,22000,"RW, CAM, LW",Right,4,44300000,10,01/07/2014,2023
226753,A. Onana,23,02/04/1996,187,93,Cameroon,Ajax,82,87,22000000,18000,GK,Right,1,32500000,24,14/01/2015,2022
227928,Nélson Semedo,25,16/11/1993,177,67,Portugal,FC Barcelona,82,87,26000000,150000,RB,Right,4,55300000,2,14/07/2017,2022
193105,A. Areola,26,27/02/1993,195,94,France,Paris Saint-Germain,82,86,21000000,71000,GK,Right,1,40400000,16,01/07/2010,2023
198009,M. Perin,26,10/11/1992,188,77,Italy,Juventus,82,86,21000000,90000,GK,Right,1,36200000,22,01/07/2018,2022
211320,D. Rugani,24,29/07/1994,190,84,Italy,Juventus,82,86,26000000,95000,CB,Right,2,44900000,24,04/02/2015,2023
214997,A. Correa,24,09/03/1995,171,68,Argentina,Atlético Madrid,82,86,29000000,59000,"RM, ST",Right,4,61600000,10,13/12/2014,2024
216201,Iñaki Williams,25,15/06/1994,186,79,Spain,Athletic Club de Bilbao,82,86,29000000,36000,"ST, RW",Right,4,63100000,9,01/08/2012,2025
221992,H. Lozano,23,30/07/1995,175,70,Mexico,PSV,82,86,29000000,26000,"RW, LW",Right,4,42800000,11,21/07/2017,2023
227055,Gelson Martins,24,11/05/1995,173,74,Portugal,AS Monaco,82,86,29000000,47000,"RM, RW",Right,5,57300000,11,01/07/2019,2024
200726,B. Lecomte,28,26/04/1991,186,78,France,AS Monaco,82,85,20000000,42000,GK,Left,1,39500000,40,15/07/2019,2024
209989,T. Partey,26,13/06/1993,185,77,Ghana,Atlético Madrid,82,85,27000000,68000,"CM, CDM, RM",Right,3,57400000,5,01/07/2015,2023
211748,K. Demirbay,25,03/07/1993,182,72,Germany,Bayer 04 Leverkusen,82,85,27500000,75000,CM,Left,4,48800000,10,01/07/2019,2024
197061,J. Matip,27,08/08/1991,194,90,Cameroon,Liverpool,82,84,23000000,99000,CB,Right,2,44300000,32,01/07/2016,2020
202651,Suso,25,19/11/1993,176,70,Spain,Milan,82,84,27000000,56000,"RW, CF",Left,4,47900000,8,17/01/2015,2022
204639,S. Savić,28,08/01/1991,187,79,Montenegro,Atlético Madrid,82,84,22500000,65000,CB,Right,2,47800000,15,20/07/2015,2020
205452,A. Rüdiger,26,03/03/1993,190,85,Germany,Chelsea,82,84,24000000,115000,CB,Right,2,47400000,2,09/07/2017,2022
209960,Pacheco,27,18/05/1992,186,81,Spain,Deportivo Alavés,82,84,18500000,27000,GK,Left,1,40200000,1,07/08/2015,2023
210243,Ricardo Pereira,25,06/10/1993,175,70,Portugal,Leicester City,82,84,23500000,89000,"RB, RM",Right,3,46400000,21,09/06/2018,2023
211256,N. Tagliafico,26,31/08/1992,172,65,Argentina,Ajax,82,84,23500000,27000,LB,Left,3,34700000,31,05/01/2018,2022
223952,David Soria,26,04/04/1993,192,85,Spain,Getafe CF,82,84,19500000,26000,GK,Right,1,42400000,13,16/07/2018,2022
178750,Sergio Asenjo,30,28/06/1989,189,87,Spain,Villarreal CF,82,83,17000000,33000,GK,Right,1,37000000,1,30/06/2014,2022
189575,Muniain,26,19/12/1992,170,66,Spain,Athletic Club de Bilbao,82,83,26000000,35000,"CAM, LW",Right,4,56600000,10,01/08/2009,2024
192318,M. Götze,27,03/06/1992,176,75,Germany,Borussia Dortmund,82,83,26000000,98000,"CF, CAM, CM",Right,4,44900000,10,01/08/2016,2020
193283,T. Delaney,27,03/09/1991,182,79,Denmark,Borussia Dortmund,82,83,23000000,82000,"CDM, CM",Left,3,39700000,6,01/07/2018,2022
193698,O. Baumann,29,02/06/1990,187,82,Germany,TSG 1899 Hoffenheim,82,83,18000000,39000,GK,Right,1,32000000,1,01/07/2014,2021
195093,Willian José,27,23/11/1991,189,93,Brazil,Real Sociedad,82,83,26000000,44000,ST,Right,4,56600000,9,31/07/2016,2024
199564,Sergi Roberto,27,07/02/1992,178,68,Spain,FC Barcelona,82,83,22000000,155000,"RB, RM, CM",Right,4,46800000,20,01/07/2013,2022
200536,N. Schulz,26,01/04/1993,181,83,Germany,Borussia Dortmund,82,83,22500000,82000,"LWB, LM, LB",Left,3,38800000,14,01/07/2019,2024
200610,K. Volland,26,30/07/1992,179,83,Germany,Bayer 04 Leverkusen,82,83,26500000,85000,"ST, RW, LW",Left,3,47000000,31,01/07/2016,2021
200724,Nacho Fernández,29,18/01/1990,180,76,Spain,Real Madrid,82,83,21000000,165000,"CB, LB, RB",Right,2,44600000,6,01/08/2010,2021
201305,Gabriel Paulista,28,26/11/1990,187,79,Brazil,Valencia CF,82,83,21500000,46000,CB,Right,2,46800000,5,18/08/2017,2022
202562,J. Roussillon,26,06/01/1993,175,80,France,VfL Wolfsburg,82,83,22500000,56000,LB,Left,3,39900000,15,06/08/2018,2023
203263,H. Maguire,26,05/03/1993,194,100,England,Manchester United,82,83,23000000,125000,CB,Right,2,45400000,5,05/08/2019,2024
203486,T. Hazard,26,29/03/1993,175,71,Belgium,Borussia Dortmund,82,83,26000000,90000,"RM, LM, CF",Right,4,44900000,23,01/07/2019,2024
208448,E. Forsberg,27,23/10/1991,179,74,Sweden,RB Leipzig,82,83,25500000,67000,"CAM, LM",Right,4,45300000,10,07/01/2015,2022
208574,F. Kostić,26,01/11/1992,184,82,Serbia,Eintracht Frankfurt,82,83,26000000,49000,"LM, LWB",Left,3,46200000,10,17/05/2019,2023
216409,M. Politano,25,03/08/1993,171,67,Italy,Inter,82,83,26500000,77000,"RM, ST",Left,4,47000000,16,01/07/2019,2023
216547,Rafa,26,17/05/1993,172,66,Portugal,SL Benfica,82,83,26000000,21000,"LM, RM",Right,4,54000000,27,31/08/2016,2024
24630,Pepe Reina,36,31/08/1982,188,92,Spain,Milan,82,82,3700000,26000,GK,Right,1,6400000,25,02/07/2018,2021
53302,D. De Rossi,35,24/07/1983,184,83,Italy,Boca Juniors,82,82,7000000,23000,CDM,Right,2,9800000,16,26/07/2019,2020
106231,Aduriz,38,11/02/1981,182,78,Spain,Athletic Club de Bilbao,82,82,8000000,29000,ST,Right,3,16800000,20,01/07/2012,2020
146536,Jesús Navas,33,21/11/1985,170,60,Spain,Sevilla FC,82,82,13500000,26000,"RM, RB",Right,4,28400000,16,28/07/2017,2021
146562,Santi Cazorla,34,13/12/1984,168,65,Spain,Villarreal CF,82,82,11000000,45000,"CM, CDM, LM",Right,4,23100000,8,06/08/2018,2020
156519,H. Herrera,29,19/04/1990,185,80,Mexico,Atlético Madrid,82,82,21500000,70000,CM,Right,3,44100000,16,03/07/2019,2022
158963,L. Biglia,33,30/01/1986,178,63,Argentina,Milan,82,82,11000000,49000,"CDM, CM",Right,3,18700000,21,17/07/2017,2020
164835,L. Fabiański,34,18/04/1985,190,83,Poland,West Ham United,82,82,9500000,75000,GK,Right,1,18100000,1,20/06/2018,2021
168354,E. Viviano,33,01/12/1985,195,90,Italy,Sporting CP,82,82,12000000,15000,GK,Left,1,24000000,58,01/07/2018,2020
178088,Juan Mata,31,28/04/1988,170,63,Spain,Manchester United,82,82,19500000,135000,"CAM, RM",Left,4,37100000,8,25/01/2014,2021
178509,O. Giroud,32,30/09/1986,193,92,France,Chelsea,82,82,17500000,140000,ST,Left,3,33300000,18,31/01/2018,2020
179645,S. Kjær,30,26/03/1989,191,84,Denmark,Sevilla FC,82,82,18000000,24000,CB,Right,2,37800000,4,02/08/2017,2021
180403,Willian,30,09/08/1988,175,78,Brazil,Chelsea,82,82,21000000,140000,"RW, LW",Right,4,39900000,10,28/08/2013,2020
181786,V. Ćorluka,33,05/02/1986,192,84,Croatia,Lokomotiv Moscow,82,82,10500000,1000,CB,Right,3,22100000,14,27/06/2012,2020
184200,M. Arnautović,30,19/04/1989,192,83,Austria,Shanghai SIPG FC,82,82,21500000,29000,ST,Right,4,34400000,7,08/07/2019,2022
184941,A. Sánchez,30,19/12/1988,169,62,Chile,Manchester United,82,82,21000000,150000,"LW, LM",Right,4,39900000,7,22/01/2018,2022
184942,Giuliano,29,31/05/1990,172,68,Brazil,Al Nassr,82,82,21500000,59000,CAM,Right,4,36600000,77,20/08/2018,2021
185103,A. Kolarov,33,10/11/1985,187,81,Serbia,Roma,82,82,10000000,52000,LB,Left,3,17000000,11,22/07/2017,2020
186627,M. Balotelli,28,12/08/1990,189,88,Italy,Brescia,82,82,23000000,27000,ST,Right,4,41400000,45,18/08/2019,2022
187754,Marlos,31,07/06/1988,174,69,Ukraine,Shakhtar Donetsk,82,82,19500000,1000,"RM, CAM",Left,5,41000000,11,04/07/2014,2021
188803,Taison,31,13/01/1988,172,64,Brazil,Shakhtar Donetsk,82,82,19500000,1000,"CAM, LM",Right,4,41000000,7,11/01/2013,2021
189068,B. Dost,30,31/05/1989,196,89,Netherlands,Sporting CP,82,82,21500000,23000,ST,Right,2,43000000,28,28/08/2016,2021
189125,G. Bonaventura,29,22/08/1989,181,75,Italy,Milan,82,82,21500000,56000,"CM, LW",Right,4,36600000,5,01/09/2014,2020
189505,Pedro,31,28/07/1987,169,65,Spain,Chelsea,82,82,19500000,140000,"RW, LW",Right,4,37100000,11,20/08/2015,2020
189805,L. de Jong,28,27/08/1990,188,86,Netherlands,Sevilla FC,82,82,23000000,29000,ST,Right,2,48300000,19,01/07/2019,2023
190813,S. El Shaarawy,26,27/10/1992,178,72,Italy,Shanghai Greenland Shenhua FC,82,82,24000000,29000,LW,Right,5,37200000,22,08/07/2019,2022
191740,Ander Herrera,29,14/08/1989,182,73,Spain,Paris Saint-Germain,82,82,21500000,100000,"CM, CDM",Right,3,39800000,21,04/07/2019,2024
193348,X. Shaqiri,27,10/10/1991,169,72,Switzerland,Liverpool,82,82,23000000,120000,"RW, RM",Left,5,42600000,23,13/07/2018,2023
193525,Mário Fernandes,28,19/09/1990,187,80,Russia,PFC CSKA Moscow,82,82,19000000,1000,"RWB, RM",Right,3,41800000,2,01/07/2012,2022
197655,S. Coates,28,07/10/1990,196,92,Uruguay,Sporting CP,82,82,19500000,20000,CB,Right,2,39000000,4,31/01/2017,2022
198951,C. Bakambu,28,11/04/1991,182,74,DR Congo,Beijing Sinobo Guoan FC,82,82,23000000,34000,ST,Right,3,36800000,17,17/01/2018,2021
202371,T. Meunier,27,12/09/1991,191,90,Belgium,Paris Saint-Germain,82,82,20000000,87000,"RB, RM",Right,3,37000000,12,03/07/2016,2020
202857,K. Bellarabi,29,08/04/1990,184,81,Germany,Bayer 04 Leverkusen,82,82,21500000,89000,RW,Right,4,36600000,38,01/07/2011,2021
207494,J. Lingard,26,15/12/1992,175,62,England,Manchester United,82,82,24000000,135000,"CAM, RW",Right,4,45600000,14,01/07/2011,2021
208808,Q. Promes,27,04/01/1992,174,72,Netherlands,Ajax,82,82,23000000,32000,"LW, RW",Right,5,32200000,11,01/07/2019,2024
208830,J. Vardy,32,11/01/1987,179,74,England,Leicester City,82,82,17500000,115000,ST,Right,3,33300000,9,01/05/2012,2022
215333,D. Zapata,28,01/04/1991,189,88,Colombia,Atalanta,82,82,23000000,80000,ST,Right,3,,91,,2020
216475,Morales,31,23/07/1987,180,70,Spain,Levante UD,82,82,20000000,39000,"ST, LM",Right,4,42000000,11,01/06/2011,2021
230168,Raphaelito Anjos,31,29/02/1988,190,85,Brazil,Grêmio,82,82,14000000,32000,GK,Right,1,25200000,1,01/01/2018,2022
230225,Juiano Mestres,35,29/02/1984,181,82,Brazil,Cruzeiro,82,82,6500000,28000,"CB, CDM",Right,2,12400000,3,01/01/2018,2022
230258,Rosberto Dourado,31,29/02/1988,175,70,Brazil,Atlético Mineiro,82,82,17000000,46000,"CDM, CM, CAM",Right,2,32300000,6,01/01/2018,2022
245309,E. Schetino,27,29/02/1992,185,80,Uruguay,Uruguay,82,82,0,0,CB,Right,2,,,,
245313,J. Sildero,27,29/02/1992,177,75,Uruguay,Uruguay,82,82,0,0,"CAM, RM",Right,4,,,,
231478,L. Martínez,21,22/08/1997,174,81,Argentina,Inter,81,89,27000000,61000,ST,Right,4,51300000,10,05/07/2018,2023
234906,H. Aouar,21,30/06/1998,175,70,France,Olympique Lyonnais,81,89,26000000,59000,CM,Right,4,54600000,8,01/07/2016,2023
235569,T. Ndombele,22,28/12/1996,181,76,France,Tottenham Hotspur,81,89,26000000,87000,"CM, CDM",Right,4,53300000,28,02/07/2019,2024
240130,Éder Militão,21,18/01/1998,186,78,Brazil,Real Madrid,81,88,23000000,105000,"CB, RB",Right,2,51800000,3,01/07/2019,2025
205659,A. Cragno,25,28/06/1994,184,78,Italy,Cagliari,81,87,18000000,30000,GK,Right,1,34200000,28,12/07/2014,2024
221363,D. van de Beek,22,18/04/1997,184,74,Netherlands,Ajax,81,87,24500000,24000,"CAM, CM",Right,3,39200000,6,27/12/2013,2022
221660,V. Lindelöf,24,17/07/1994,187,80,Sweden,Manchester United,81,87,22000000,97000,CB,Right,3,46200000,2,01/07/2017,2021
222509,Dani Ceballos,22,07/08/1996,179,70,Spain,Arsenal,81,87,24000000,82000,"CM, LM, CDM",Right,4,,8,,2020
226456,Pablo Fornals,23,22/02/1996,178,67,Spain,West Ham United,81,87,24500000,82000,"CAM, CM, LM",Right,4,51500000,18,01/07/2019,2024
208333,E. Can,25,12/01/1994,184,82,Germany,Juventus,81,86,23000000,110000,"CM, CDM",Right,3,39700000,23,01/07/2018,2022
211688,Gayà,24,25/05/1995,172,66,Spain,Valencia CF,81,86,21000000,35000,LB,Left,4,45700000,14,13/09/2012,2023
236632,David Neres,22,03/03/1997,175,66,Brazil,Ajax,81,86,24000000,26000,"LW, RW, CAM",Left,5,35400000,7,01/02/2017,2023
210406,P. Zieliński,25,20/05/1994,180,75,Poland,Napoli,81,85,22500000,71000,"CM, LM",Right,4,39900000,20,09/08/2016,2021
215316,G. Rulli,27,20/05/1992,189,84,Argentina,Montpellier HSC,81,85,16000000,32000,GK,Right,1,,1,,2020
199503,G. Xhaka,26,27/09/1992,185,82,Switzerland,Arsenal,81,84,21500000,94000,"CM, CDM",Left,3,42500000,34,01/07/2016,2021
201400,Rafinha,26,12/02/1993,174,71,Brazil,FC Barcelona,81,84,22000000,160000,"CAM, CM, RW",Left,4,46800000,12,01/07/2013,2020
201455,G. Kondogbia,26,15/02/1993,188,80,Central African Rep.,Valencia CF,81,84,21500000,45000,"CM, CDM",Left,4,46800000,6,02/07/2018,2022
204923,M. Sabitzer,25,17/03/1994,177,77,Austria,RB Leipzig,81,84,22500000,59000,"CAM, CM",Right,3,39900000,7,01/07/2014,2022
205988,L. Shaw,23,12/07/1995,181,75,England,Manchester United,81,84,20000000,97000,LB,Left,3,39500000,23,27/06/2014,2023
207877,J. Martínez,26,19/05/1993,170,69,Venezuela,Atlanta United,81,84,22500000,14000,ST,Right,3,35400000,7,22/03/2017,2023
208135,A. Doucouré,26,01/01/1993,184,76,France,Watford,81,84,20000000,73000,"CDM, CM",Right,3,39500000,16,02/02/2016,2023
226790,W. Ndidi,22,16/12/1996,183,74,Nigeria,Leicester City,81,84,20500000,74000,"CDM, CM",Right,3,40500000,25,05/01/2017,2024
200316,T. Horn,26,12/05/1993,192,90,Germany,1. FC Köln,81,83,15500000,28000,GK,Left,1,27500000,1,01/07/2011,2023
204638,W. Orban,26,03/11/1992,186,83,Hungary,RB Leipzig,81,83,19000000,57000,CB,Right,2,33700000,4,01/07/2015,2022
206467,A. Plea,26,10/03/1993,181,79,France,Borussia Mönchengladbach,81,83,22000000,41000,"ST, LW",Right,4,39100000,14,13/07/2018,2023
207791,Y. Poulsen,25,15/06/1994,193,78,Denmark,RB Leipzig,81,83,22000000,65000,ST,Right,3,39100000,9,04/07/2013,2022
207807,R. Fraser,25,24/02/1994,163,70,Scotland,Bournemouth,81,83,21500000,76000,LM,Right,3,42500000,24,01/01/2013,2020
207862,M. Ginter,25,19/01/1994,191,89,Germany,Borussia Mönchengladbach,81,83,19500000,33000,"CB, CDM",Right,2,34600000,28,04/07/2017,2021
209889,R. Guerreiro,25,22/12/1993,170,71,Portugal,Borussia Dortmund,81,83,21500000,79000,"LM, LB, CM",Left,4,37100000,13,01/07/2016,2020
212814,João Mário,26,19/01/1993,179,73,Portugal,Inter,81,83,21500000,74000,"CAM, CM",Right,4,38200000,15,28/08/2016,2021
213874,Thiago Mendes,27,15/03/1992,177,80,Brazil,Olympique Lyonnais,81,83,19000000,73000,"CDM, CM",Right,4,37500000,12,03/07/2019,2023
216145,A. Izzo,27,02/03/1992,183,78,Italy,Torino,81,83,18500000,51000,CB,Right,2,32800000,5,04/07/2018,2023
216352,M. Brozović,26,16/11/1992,181,68,Croatia,Inter,81,83,19500000,68000,"CDM, CM",Right,3,34600000,77,01/07/2016,2022
190544,A. Ljajić,27,29/09/1991,182,74,Serbia,Beşiktaş JK,81,82,20500000,80000,"CAM, LW",Right,4,40500000,22,04/07/2019,2022
193165,J. Corona,26,06/01/1993,173,62,Mexico,FC Porto,81,82,21000000,19000,"RM, RB",Right,5,43600000,17,31/08/2015,2022
199575,Jordi Masip,30,03/01/1989,180,76,Spain,Real Valladolid CF,81,82,14000000,21000,GK,Right,1,30500000,1,17/07/2017,2022
204120,T. Vaclík,30,29/03/1989,188,85,Czech Republic,Sevilla FC,81,82,14000000,18000,GK,Right,1,30500000,1,04/07/2018,2021
206304,L. Milivojević,28,07/04/1991,186,80,Serbia,Crystal Palace,81,82,17500000,66000,"CDM, CM",Right,2,34600000,4,01/02/2017,2023
208093,Gerard Moreno,27,07/04/1992,180,77,Spain,Villarreal CF,81,82,21000000,45000,"ST, CF",Left,3,45700000,7,02/07/2018,2023
223689,W. Weghorst,26,07/08/1992,197,84,Netherlands,VfL Wolfsburg,81,82,21000000,62000,ST,Right,3,37300000,9,01/07/2018,2023
20775,Quaresma,35,26/09/1983,175,67,Portugal,Beşiktaş JK,81,81,8000000,59000,"RM, LM",Right,5,15200000,7,22/07/2015,2020
112316,J. Mathieu,35,29/10/1983,189,84,France,Sporting CP,81,81,5500000,13000,CB,Left,2,11000000,22,07/07/2017,2020
138412,J. Milner,33,04/01/1986,175,70,England,Liverpool,81,81,10500000,105000,"CM, LB",Right,3,19400000,7,01/07/2015,2020
142707,L. López,36,02/03/1983,174,72,Argentina,Racing Club,81,81,6500000,25000,ST,Right,4,9100000,15,04/01/2016,2020
159145,B. Gomis,33,06/08/1985,184,77,France,Al Hilal,81,81,11000000,56000,ST,Right,4,18700000,18,23/08/2018,2020
162240,M. Dembélé,31,16/07/1987,185,85,Belgium,Guangzhou R&F FC,81,81,15000000,23000,"CM, CAM, CDM",Left,4,23300000,8,17/01/2019,2021
162895,Cesc Fàbregas,32,04/05/1987,179,77,Spain,AS Monaco,81,81,13500000,50000,"CM, CDM",Right,3,25700000,4,11/01/2019,2022
163489,A. Consigli,32,27/01/1987,189,82,Italy,Sassuolo,81,81,11000000,48000,GK,Right,1,19800000,47,01/09/2014,2022
165229,L. Koscielny,33,10/09/1985,186,75,France,FC Girondins de Bordeaux,81,81,8500000,39000,CB,Right,2,16200000,6,06/08/2019,2023
168530,Jardel,33,29/03/1986,192,86,Brazil,SL Benfica,81,81,8500000,18000,CB,Right,2,17000000,33,01/01/2011,2021
